id,X,Y,name,riv_or_lake,riv_or_lake_id,code
150170110.0,17.577054619722883,50.32738695020092,PRUDNIK,Prudnik,360,11764
150170080.0,17.429006175284037,50.28678398423894,JARNOŁTÓWEK,Złoty Potok,370,117644
150170220.0,17.897183140083676,50.448208480492,DOBRA,Biała,380,11768
150189991.0,18.93318358821645,50.544454768786025,KUCZÓW,Mała Panew,390,118
150180190.0,18.624478679261813,50.57119513573969,KRUPSKI MŁYN,Mała Panew,400,118
150180100.0,18.34264530461293,50.663269931873614,STANISZCZE WIELKIE,Mała Panew,410,118
150180050.0,18.203656326458216,50.67925477184922,OZIMEK,Mała Panew,412,118
150180020.0,18.076234572177263,50.74008705246439,TURAWA,Mała Panew,420,118
150180230.0,18.689892592256182,50.56173200297812,WESOŁA,Stoła,430,11816
150160190.0,16.664365726624826,50.15567248600942,MIĘDZYLESIE,Nysa Kłodzka,440,12
150160170.0,16.64813949195642,50.29232002424183,BYSTRZYCA KŁODZKA,Nysa Kłodzka,450,12
150160180.0,16.658625893423046,50.442109065148486,KŁODZKO,Nysa Kłodzka,460,12
150160220.0,16.739157030440722,50.504204810112064,BARDO,Nysa Kłodzka,461,12
150169992.0,16.913278301911888,50.51678661558,BYCZEŃ,Nysa Kłodzka,470,12
150170060.0,17.34144622048916,50.48109633424968,NYSA,Nysa Kłodzka,480,12
150170100.0,17.48045256397702,50.647261708538544,KOPICE,Nysa Kłodzka,481,12
150170140.0,17.674877797571018,50.76194146387861,SKOROGOSZCZ,Nysa Kłodzka,490,12
150160210.0,16.69209469066071,50.24782448656676,WILKANÓW,Wilczka,500,1212
150160150.0,16.64265042870078,50.2979239508661,BYSTRZYCA KŁODZKA,Bystrzyca,510,1214
150160230.0,16.870298086413698,50.34657615927724,LĄDEK-ZDRÓJ,Biała Lądecka,520,1216
150160200.0,16.67352475571848,50.372390402449824,ŻELAZNO,Biała Lądecka,530,1216
150160260.0,16.891660724483067,50.25964947936918,BOLESŁAWÓW,Morawka,540,12162
150160240.0,16.890101608321935,50.25944148092154,BOLESŁAWÓW,Kamienica,550,121624
150160110.0,16.60444103866122,50.41966595594201,SZALEJÓW DOLNY,Bystrzyca Dusznicka,560,1218
150160080.0,16.435596269460703,50.55262170332367,TŁUMACZÓW,Ścinawka,570,122
150160100.0,16.571191953171727,50.48504357671904,GORZUCHÓW,Ścinawka,580,122
150160270.0,16.865535573294345,50.53212498213616,KAMIENIEC ZĄBKOWICKI,Budzówka,590,1232
150170070.0,17.379801560338205,50.31631171251965,GŁUCHOŁAZY,Biała Głuchołaska,600,1258
150170050.0,17.297362938603623,50.4336039825514,BIAŁA NYSKA,Biała Głuchołaska,601,1258
150170120.0,17.62492243058423,50.64520822478684,NIEMODLIN,Ścinawa Niemodlińska,610,128
150189997.0,18.053179389449568,50.97317673856458,WIERZCHY,Stobrawa,620,132
150189998.0,18.05067252930439,50.97550501368483,WIERZCHY,Młynówka,621,13212
150170150.0,17.721254131429053,50.87874203149575,KARŁOWICE,Stobrawa,625,132
150179996.0,17.690138518790523,50.859240117230776,WAPIENNIKI,Stobrawa,630,132
150170200.0,17.864349186081515,50.95439649182739,DOMARADZ,Bogacica,640,1324
150170210.0,17.87866768544155,50.8605385903241,KRZYWA GÓRA,Budkowiczanka,650,1328
150179999.0,17.04082705124376,50.57697827154815,OSINA MAŁA,Oława,655,1334
150170010.0,17.170184981843903,50.80555177202758,ZBOROWICE,Oława,656,1334
150170030.0,17.292618293261285,50.94774050685474,OŁAWA,Oława,660,1334
150179998.0,17.173959136294066,50.69304834517517,PRZEWORNO,Krynka,670,13342
150170020.0,17.17227179314056,50.75759751484838,KARSZÓWEK,Krynka,672,13342
150160250.0,16.892128662443426,50.80223773550788,BIAŁOBRZEZIE,Ślęza,680,1336
150160280.0,16.989929947208545,50.88896900748769,BORÓW,Ślęza,690,1336
151160230.0,16.98506217584679,51.0374243730616,ŚLĘZA,Ślęza,695,1336
151160210.0,16.93958288219049,51.12286581120703,WROCŁAW-ŻERNIKI,Ślęza,700,1336
150169991.0,16.98441462740592,50.88021040753876,BORÓW,Mała Ślęza,710,13364
150160060.0,16.403049427825003,50.73300539114628,JUGOWICE,Bystrzyca,720,134
150160070.0,16.431117882361384,50.7658639530296,LUBACHÓW,Bystrzyca,730,134
150160120.0,16.58369291807792,50.91565897091875,KRASKÓW,Bystrzyca,740,134
150160160.0,16.649666680882543,50.967958883459566,MIETKÓW,Bystrzyca,741,134
151160190.0,16.84275373110177,51.12138170586751,JARNOŁTÓW,Bystrzyca,750,134
150160140.0,16.64612338116633,50.72622162024473,DZIERŻONIÓW,Piława,751,1344
150160130.0,16.583832190798287,50.781953172708015,MOŚCISKO,Piława,760,1344
150169994.0,16.589078652018372,50.722084851230434,PIESZYCE,Pieszycki Potok,770,13444
150160290.0,16.829145107589166,50.98678298914864,GNIECHOWICE,Czarna Woda,780,1346
150160030.0,16.232789652579275,50.877871600757,CHWALISZÓW,Strzegomka,781,1348
150169995.0,16.24405766890405,50.9105147916031,DOBROMIERZ,Strzegomka,790,1348
150160090.0,16.492478501392355,50.95296390776066,ŁAŻANY,Strzegomka,800,1348
151160180.0,16.792645373456818,51.0867332364971,BOGDASZOWICE,Strzegomka,802,1348
150160050.0,16.282421604028915,50.73756435880994,WAŁBRZYCH-PODGÓRZE,Pełcznica,805,13486
150160020.0,16.313619304221362,50.86048269926751,ŚWIEBODZICE,Pełcznica,810,13486
151170100.0,17.7566869887813,51.10467279471165,MICHALICE,Widawa,820,136
151170090.0,17.709771790644346,51.08036564255869,NAMYSŁÓW,Widawa,822,136
151170050.0,17.40613475650939,51.10594880036039,ZBYTOWA,Widawa,830,136
151179999.0,17.09700897308842,51.14599387444888,PSIE POLE,Widawa,840,136
151170020.0,17.07792677826111,51.16368640698959,WROCŁAW-SOŁTYSOWICE,Widawa,850,136
151170010.0,17.04769532112753,51.171012374993104,KRZYŻANOWICE,Widawa,851,136
151179993.0,17.4434006649924,51.2033557189974,BOGUSŁAWICE,Ciesielska Woda,855,136384
151169995.0,16.46186692776716,51.12954451389839,CHEŁM,Cicha Woda,860,1378
151150170.0,15.888905723196068,51.01706151409364,ŚWIERZAWA,Kaczawa,870,138
151160020.0,16.02611025300317,51.13961235160533,RZYMÓWKA,Kaczawa,880,138
151160050.0,16.07736769382993,51.15700208405799,DUNINO,Kaczawa,890,138
151160100.0,16.199023158366305,51.22761903809048,PIĄTNICA,Kaczawa,891,138
151169998.0,16.21113442090939,51.23450299280586,PĄTNÓW,Kaczawa,895,138
151160120.0,16.381278223040876,51.27392438936129,PROCHOWICE,Kaczawa,898,138
150169996.0,16.09919515887465,50.92416076736051,BOLKÓW,Nysa Szalona,901,1384
151160090.0,16.190189726104105,51.047857330442895,JAWOR,Nysa Szalona,902,1384
151160070.0,16.09380890465678,51.111349912423776,WINNICA,Nysa Szalona,910,1384
151160040.0,16.046549460107705,51.310073614120256,BUKOWNA,Czarna Woda,920,1386
151160080.0,16.144821399462725,51.24931049866348,RZESZOTARY,Czarna Woda,922,1386
151150160.0,15.863802856692894,51.18901030835632,ZAGRODNO,Skora,930,13866
151150180.0,15.945293096699077,51.2729749777793,CHOJNÓW,Skora,940,13866
151169997.0,16.233156780864732,51.21967395157363,KUNICE,Wierzbiak,950,1388
151169996.0,16.423440154551578,51.41258027509711,ŚCINAWA,Zimnica,960,1392
151170070.0,17.67121605500378,51.576053332767046,ODOLANÓW,Barycz,970,14
151179997.0,17.272848563251205,51.53420279304512,MILICZ,Barycz,980,14
151170040.0,17.146200547019628,51.49316969799115,ŁĄKI,Barycz,990,14
151179998.0,17.156632871995054,51.49468103205389,ŁĄKI,Kanał Młyński,991,14672
151160140.0,16.46238315772679,51.63166747751912,OSETNO,Barycz,1000,14
151170080.0,17.670367857838233,51.57862777534223,ODOLANÓW,Kuroch,1010,1414
151179992.0,17.699399640394617,51.54034123234982,ŚWIECA,Złotnica,1020,1416
151170060.0,17.564227184856993,51.516055638628885,BOGDAJ,Polska Woda,1030,142
151160220.0,16.956274071837246,51.45347565437636,KANCLERZOWICE,Sąsiecznica,1040,144
151179996.0,17.29753540328509,51.73007485418572,KUKLINÓW,Orla,1041,146
151160200.0,16.872322739901815,51.53917535955542,KORZEŃSKO,Orla,1050,146
151179994.0,17.409132247291108,51.79406027204927,KANIEW,Orlanka,1052,14616
151179995.0,17.381257396719814,51.79584797894624,SKAŁÓW,Orlanka,1054,14616
151160160.0,16.66930686734091,51.78290204656702,RYDZYNA,Polski Rów,1060,148
151169999.0,16.004401711143355,51.73754528866123,CHOCIEMYŚL,Krzycki Rów,1070,154
151160030.0,16.03943514695166,51.871187037631806,RADZYŃ,Jez. Sławskie,1071,. Sławskie (15619
151160260.0,16.075114292325985,51.88042823441348,SŁAWA ŚLĄSKA,Czernica,1073,15612
151150190.0,15.9704474328524,51.92131492703103,LUBIATÓW,Obrzyca,1080,156
152150170.0,15.775185870531278,52.07328748951765,SMOLNO WIELKIE,Obrzyca,1090,156
151160250.0,16.042100328606995,51.86941355139667,RADZYŃ,Radzyńska Struga,1095,15614
151160010.0,16.022966545837708,51.86612757832505,KUŹNICA GŁOGOWSKA,Cienica,1100,15616
151160110.0,16.210440265547746,51.949971418361685,OSŁONIN,Jez. Osłonińskie-Górskie,1102,. Osłonińskie-Górskie (1564872
152159997.0,15.78704743772429,52.09556355878038,WOJNOWO,Gniła Obra,1110,1568
152150060.0,15.381207302817648,52.23449559699938,PRZEŁAZY,Jez. Niesłysz,1111,. Niesłysz (1581
150159998.0,15.921549735201967,50.695310634217066,OPAWA,Bóbr,1112,16
150150120.0,15.958084476364602,50.71353961497002,BUKÓWKA,Bóbr,1120,16
150150130.0,15.986135832967504,50.7397925099956,BŁAŻKOWA,Bóbr,1121,16
150160010.0,16.03533026916711,50.7861560454353,KAMIENNA GÓRA,Bóbr,1130,16
150169999.0,16.044835504886013,50.8195583054507,SĘDZISŁAW,Bóbr,1131,16
150150100.0,15.82626852277856,50.87053730727008,WOJANÓW,Bóbr,1140,16
150150080.0,15.722044622498789,50.91097425808515,JELENIA GÓRA,Bóbr,1150,16
150150060.0,15.640292018034334,50.96385215932816,PILCHOWICE,Bóbr,1160,16
151150140.0,15.568746643507136,51.3267692051018,DĄBROWA BOLESŁAWIECKA,Bóbr,1170,16
151150120.0,15.52599786341734,51.561375313797456,SZPROTAWA,Bóbr,1180,16
151150080.0,15.3157024772216,51.61823796698127,ŻAGAŃ,Bóbr,1190,16
151150050.0,15.25590666342968,51.774213995771234,DOBROSZÓW WIELKI,Bóbr,1191,16
151150040.0,15.236898314856829,51.79840074637113,NOWOGRÓD BOBRZAŃSKI,Bóbr,1193,16
152150020.0,15.078913767675148,52.03643015668001,STARY RADUSZEC,Bóbr,1195,16
150159997.0,15.932854526376474,50.71476362994744,MISZKOWICE,Złotna,1200,161152
150159996.0,15.98748066433683,50.74420062279198,BŁAŻKOWA,Świdnik,1210,1612
150169997.0,16.072419379517267,50.73460131364388,KRZESZÓW,Zadrna,1220,1614
150169998.0,16.084497925343577,50.80500176904472,JACZKÓW,Lesk,1230,1616
150150090.0,15.803127056038626,50.87647124040945,ŁOMNICA,Łomnica,1240,1618
150150110.0,15.83304005286358,50.79544878721735,KOWARY,Jedlica,1250,16188
150150030.0,15.439504300763438,50.82253685956639,JAKUSZYCE,Kamienna,1260,162
150150050.0,15.588251653480729,50.85006202885648,PIECHOWICE,Kamienna,1270,162
150150070.0,15.722729807762247,50.89870983635174,JELENIA GÓRA,Kamienna,1280,162
150159999.0,15.6879026940426,50.86409820395152,CIEPLICE ŚLĄSKIE,Wrzosówka,1281,1628
150150190.0,15.68346844339516,50.820411314277344,PODGÓRZYN,Podgórna,1284,16288
150150200.0,15.71853825548369,50.8200317508895,SOSNÓWKA,Sośniak,1286,16288832
150150040.0,15.60027110828912,50.94432654759318,BARCINEK,Kamienica,1290,1632
151159997.0,15.580976815317122,51.32705674620578,DĄBROWA BOLESŁAWIECKA,Bobrzyca,1294,1638
151159996.0,15.94815789767473,51.47514103835238,PARCHÓW,Szprotawa,1296,164
151150130.0,15.553528701208974,51.56509721545216,SZPROTAWA,Szprotawa,1300,164
150150010.0,15.383790019564996,50.98963280637368,MIRSK,Kwisa,1310,166
151150110.0,15.41278017050408,51.0267560376113,GRYFÓW ŚLĄSKI,Kwisa,1315,166
151150060.0,15.286592372346382,51.028283128016334,LEŚNA,Kwisa,1320,166
151150100.0,15.39602598215061,51.203459335187326,NOWOGRODZIEC,Kwisa,1330,166
151150090.0,15.368916323436034,51.49126203121254,ŁOZY,Kwisa,1340,166
150150020.0,15.383960823665436,50.98707130541856,MIRSK,Czarny Potok,1350,16632
151159998.0,15.23224078513744,51.490844840210265,KOWALICE,Czerna Wielka,1360,168
151150070.0,15.290163857471516,51.61403757305535,ŻAGAŃ,Czerna Wielka,1370,168
151150030.0,15.197849896639283,51.50251349619524,IŁOWA,Czerna Mała,1380,1686
150140010.0,14.8212501128924,50.88735371653113,PORAJÓW,Nysa Łużycka,1390,174
150140020.0,14.836706170601664,50.89637520468224,SIENIAWKA,Nysa Łużycka,1400,174
151140060.0,14.99456227781848,51.15781804392042,ZGORZELEC,Nysa Łużycka,1410,174
151140040.0,14.948087522299234,51.47203738205842,PRZEWÓZ,Nysa Łużycka,1420,174
151140010.0,14.706842933816004,51.97168763241957,GUBIN,Nysa Łużycka,1430,174
150140100.0,14.995,50.89222222222222,BOGATYNIA,Miedzianka,1435,17416
150140030.0,14.917628154277809,50.9385232169424,TUROSZÓW,Miedzianka,1440,17416
151150020.0,15.032813874249774,51.02064807838542,OSTRÓŻNO,Witka,1450,1742
151149999.0,14.988547271568326,51.038123815697055,NIEDÓW,Witka,1460,1742
151140050.0,14.971465350857889,51.04533562067534,RĘCZYN,Witka,1470,1742
151150010.0,15.020026226142493,51.13097789631595,ZGORZELEC,Czerwona Woda,1480,1744
151159999.0,15.100967308066789,51.083013022530345,MIKUŁOWA,Włosienica,1490,17446
151140030.0,14.821244806718417,51.52566866435761,PRZEWOŹNIKI,Skroda,1500,1746
151140020.0,14.755047024435978,51.91477256809914,PLEŚNO,Lubsza,1510,1748
152140110.0,14.847425160212724,52.21961859280574,SĄDÓW,Pliszka,1520,176
152140080.0,14.744573603764827,52.27477661140691,MACZKÓW,Ilanka,1530,178
150190240.0,19.370042231998045,50.54506777626575,KRĘCIWILK,Warta,1540,18
150190200.0,19.258930081008184,50.61817249927365,LGOTA NADWARCIE,Warta,1545,18
150190150.0,19.20492232668399,50.672509407880405,PORAJ,Warta,1550,18
150199995.0,19.178733839069817,50.733075247431564,KORWINÓW,Warta,1560,18
150190220.0,19.28928362253789,50.83125250786404,MSTÓW,Warta,1570,18
151190060.0,19.4050642503669,51.02519205940636,BOBRY,Warta,1580,18
151180130.0,18.87323497900969,51.11020780086074,DZIAŁOSZYN,Warta,1590,18
151180100.0,18.78288095212273,51.284363329195614,OSJAKÓW,Warta,1591,18
151180120.0,18.83831735849962,51.45957076577542,BURZENIN,Warta,1600,18
151180080.0,18.74203822270465,51.5998214345197,SIERADZ,Warta,1610,18
151189995.0,18.64130672804028,51.713743591388805,WARTA,Warta,1612,18
151189993.0,18.74259322770998,51.88699200644825,KSIĘŻE MŁYNY,Warta,1615,18
151180110.0,18.780821152641096,51.97855067709984,UNIEJÓW,Warta,1616,18
152180120.0,18.634057241377008,52.1952014362131,KOŁO,Warta,1618,18
152189998.0,18.29144870283792,52.22850889241931,KONIN,Warta,1620,18
152180050.0,18.133719110762037,52.19809586970679,SŁAWSK,Warta,1621,18
152170130.0,17.88598415434579,52.203282612520994,LĄD,Warta,1623,18
152170080.0,17.695151151369004,52.16785303724998,PYZDRY,Warta,1625,18
152170060.0,17.589744944915545,52.14173627534935,NOWA WIEŚ PODGÓRNA,Warta,1630,18
152170010.0,17.01641835457476,52.0928944527076,ŚREM,Warta,1631,18
152160140.0,16.945277178123586,52.40169804987242,POZNAŃ-MOST ROCHA,Warta,1640,18
152160100.0,16.813807550326636,52.643648980564166,OBORNIKI,Warta,1650,18
152160050.0,16.379343217966536,52.7114059987786,WRONKI,Warta,1660,18
152150200.0,15.886674515707153,52.60441563679429,MIĘDZYCHÓD,Warta,1661,18
152150110.0,15.501148671689227,52.60202895646655,SKWIERZYNA,Warta,1670,18
152150070.0,15.38864098656495,52.69015942964088,BOREK,Warta,1675,18
152150080.0,15.397422354252676,52.734052963309615,SANTOK,Warta,1677,18
152150040.0,15.253151339090874,52.72993267078064,GORZÓW WIELKOPOLSKI,Warta,1680,18
152150010.0,14.998562604992587,52.65038524577686,ŚWIERKOCIN,Warta,1681,18
152140070.0,14.662127637377486,52.58208408878532,KOSTRZYN NAD ODRĄ,Warta,1682,18
150180210.0,18.65535078330741,50.82197430439685,NIWKI,Liswarta,1690,1816
151189991.0,18.926656976154717,51.02964429855026,ZAWADY,Liswarta,1700,1816
151190010.0,19.047340172888653,51.0436180290614,KULE,Liswarta,1710,1816
151199999.0,19.10827181671291,51.02421456363196,KUŹNICA,Kocinka,1720,18168
151180090.0,18.761916536876864,51.38806457983877,NIECHMIRÓW,Oleśnica,1730,1818
151190050.0,19.34854020418973,51.29017232646459,SŁOK,Widawka,1740,182
151190020.0,19.113888227642104,51.32816308633448,SZCZERCÓW,Widawka,1750,182
151180170.0,18.974451096000717,51.43584181067909,ROGÓŹNO,Widawka,1760,182
151180140.0,18.94262548719221,51.46535746998784,PODGÓRZE,Widawka,1770,182
151190030.0,19.121560593369143,51.59711267560602,ŁASK,Grabia,1780,1828
151180180.0,18.984742616863294,51.458545402989294,GRABNO,Grabia,1790,1828
151180150.0,18.94729704267475,51.43889783959578,WIDAWA,Nieciecz,1800,18292
151189992.0,18.81671051593028,51.73355248960295,ROŻDŻAŁY,Pichna,1810,183178
151189994.0,18.72215849948549,51.80101701477791,PĘCZNIEW,Pichna,1820,183178
151199998.0,19.426126401809917,51.70878949434896,CHOCIANOWICE,Ner,1830,1832
151190040.0,19.22165570011064,51.75654695810727,LUTOMIERSK,Ner,1832,1832
151180160.0,18.9495622764628,51.89144864217682,PODDĘBICE,Ner,1836,1832
152180150.0,18.824163698105888,52.084697285725774,DĄBIE,Ner,1840,1832
152180140.0,18.74293112817363,52.20042211562781,GRZEGORZEW,Rgilewka,1845,18332
152180110.0,18.575382025666286,52.17535027369146,KOŚCIELEC,Kiełbaska,1850,18334
152189994.0,18.360767521714315,52.42365900179087,GAWRONY,Kanał Ślesiński,1854,1834
152189995.0,18.30357048244961,52.362882935467645,ŚLESIN,Jez. Mikorzyńskie,1856,. Mikorzyńskie (183459
152189997.0,18.29604315703684,52.29291470156573,PĄTNÓW,Kanał Ślesiński,1858,1834
152180160.0,18.29416666666667,52.23027777777778,KONIN-MORZYSŁAW,Kanał Ślesiński,1859,1834
152180060.0,18.22237872046468,52.20284008857316,POSOKA,Powa,1860,18352
152170150.0,17.976134176740505,52.13796584832136,TRĄBCZYN,Bawół,1870,18356
152170140.0,17.919527751125884,52.41071692508183,POWIDZ,Jez. Powidzkie,1871,. Powidzkie (183619
152170160.0,17.950765212507946,52.40066887682466,KOSEWO,Dopływ z jez. Kosewskiego,1872,. Kosewskiego (183616
152170190.0,,,KOCHOWO,Meszna,1873,1836
152179992.0,17.842578719900857,52.24024912624559,KĄTY,Meszna,1880,1836
152170120.0,17.74363338777511,52.223233825343,SAMARZEWO,Wrześnica,1890,1838
151180070.0,18.435010718270117,51.034063586390914,GORZÓW ŚLĄSKI,Prosna,1900,184
151180040.0,18.155146911843204,51.31594030124952,MIRKÓW,Prosna,1910,184
151180020.0,18.107712625672427,51.72693174980866,PIWONICE,Prosna,1920,184
151170110.0,17.952977178233542,51.89848391652041,BOGUSŁAW,Prosna,1930,184
152179993.0,17.726332040863504,52.0435910072304,ROBAKÓW,Prosna,1940,184
151189998.0,18.166235168511957,51.21392471521528,OPATÓW,Pomianka,1950,18418
151180030.0,18.13171361256496,51.279583795072334,KUŹNICA SKAKAWSKA,Niesób,1960,1842
151180060.0,18.225132275972573,51.51919608229583,KRASZEWICE,Łużyca,1970,18438
151180010.0,18.06888483804419,51.6393079287792,OŁOBOK,Ołobok,1980,1844
151189997.0,18.187071815822883,51.72059722628813,TROJANÓW,Trojanówka,1990,1846
151180050.0,18.20153674633384,51.79271387400242,DĘBE,Swędrnia,2000,18482
151189999.0,18.12500385517572,51.75220742666097,KALISZ,Swędrnia,2001,18482
151189996.0,18.285346495934903,51.86593465607381,PLEWNIA,Żabianka,2010,184824
152179994.0,17.616598294442515,52.09002927062349,RASZEWY,Lutynia,2020,1852
152179996.0,17.334391839333815,52.17235943539544,BRODOWO,Moskawa,2030,1854
152170170.0,17.01127297831917,52.06970245727005,ŚREM-JEZIORO,Jez. Grzymisławskie,2034,. Grzymisławskie (185541
152160090.0,16.644049743323674,52.08967388067615,KOŚCIAN,Kanał Mosiński,2040,1856
152160130.0,16.856499493620586,52.24859259577751,MOSINA,Kanał Mosiński,2050,1856
152160060.0,16.531928836321335,52.15084165921564,KONOJAD,Mogilnica,2060,18568
152169999.0,16.770647050066884,52.22831730699362,DYMACZEWO STARE,Samica Stęszewska,2070,185696
152169998.0,16.7956554731976,52.2682438629975,JEZIORY,Jez. Góreckie,2071,. Góreckie (185696722
152160150.0,16.95342308902668,52.31697946010984,GŁUSZYNA,Kopel,2080,18574
152170020.0,17.04176816385583,52.406065441596695,ANTONINEK,Cybina,2090,1858
152170050.0,17.383757397302592,52.56246243087621,IMIOŁKI,Jez. Lednica,2091,. Lednica (1859219
152170030.0,17.07169483884151,52.459175563120695,WIERZENICA,Główna,2100,18592
152179995.0,17.48518275887787,52.758589509869495,JANOWIEC WIELKOPOLSKI,Wełna,2101,186
152170040.0,17.098699064976177,52.77303422414186,PRUŚCE,Wełna,2110,186
152160110.0,16.837572543604082,52.66896484108365,KOWANÓWKO,Wełna,2120,186
152170180.0,17.19430573780073,52.81499027255708,WĄGROWIEC,Jez. Durowo,2128,. Durowo (18647
152179997.0,17.193099831867315,52.80822575706383,WĄGROWIEC,Gołaniecka Struga,2130,1864
152179999.0,17.035764056617825,52.80555225433101,POTULICE,Rudka,2140,18658
152179998.0,17.05560894220664,52.719545297139575,OWCZE GŁOWY,Mała Wełna,2150,1866
